"Property Name",,"pt-BR","Node Path","Description"
"Caption","Edit Series","Edit Series","ActionDesign\Actions\EditSeriesDetailView",
"Value","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","Deseja excluir todas as ocorrências do compromisso recorrente ""{0}"", ou somente esta ocorrência?","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationCaption",
"Value","This occurrence","Esta ocorrência","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationOccurrence",
"Value","The Series","Toda a série","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationSeries",
"Value","Confirm Delete","Confirma Exclusão","Localization\Controls\SchedulerAspNetModule\DeleteRecurrencePopupControlHeader",
"Value","Recurrence","Recorrência","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlHeader",
"Value","Remove recurrence","Remover recorrência","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlRemoveRecurrence",
"Caption","Open","Abrir","ActionDesign\Actions\OpenCategory",
"Caption","Fill Categories","Preencha as Categorias","ActionDesign\Actions\FillCategories",
"Caption","Categorize Images","Categorizar Imagens","ActionDesign\Actions\CategorizeImages",
"Caption","Image Preview List Mode","Lista de Modos de Pré-visualização de Imagem","ActionDesign\Actions\ImagePreviewListMode",
"Caption","List","List","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\List",
"Caption","Thumbnails","Thumbnails","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\Thumbnails",
"Caption","Assembly Image Source Browser","Navegador de Fonte de Imagem no Assembly","BOModel\DevExpress.ExpressApp.Demos.Win.AssemblyImageSourceBrowser",
"Caption","Category","Categorias","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Name",
"Caption","Images","Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Images",
"Caption","File Image Source Browser","Navegador do Arquivo Fonte de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.FileImageSourceBrowser",
"Caption","Image Browser Category","Categoria do Navegador de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory",
"Caption","Owner","Proprietário","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Owner",
"Caption","Parent Category","Categoria Pai","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ParentCategory",
"Caption","Child Categories","Categorias Filhas","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ChildCategories",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Name",
"Caption","Image Node","Nó da Imagem","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode",
"Caption","Image","Imagem","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode\OwnMembers\Image",
"Caption","Image","Imagem","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject",
"Caption","Image Name","Nome da Imagem","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\ImageName",
"Caption","Small","Pequeno","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image12x12",
"Caption","Original","Original","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image16x16",
"Caption","Large","Grande","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image32x32",
"Caption","Dialog","Diálogo","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image48x48",
"Caption","Original Image","Imagem Original","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\OriginalImage",
"Caption","Categories","Categorias","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Categories",
"Caption","Images Group Node","Nó do Grupo de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode",
"Caption","Images","Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode\OwnMembers\Images",
"Caption","Image Source Browser","Navegador da Fonte de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase",
"Caption","Image Source Name","Nome da Fonte de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageSourceName",
"Caption","Image Categories","Categorias de Imagens","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageCategories",
"Caption","Categories","Categorias","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\Categories",
"Caption","Images","Images","NavigationItems\Items\Images",
"Caption","Image Preview Object","Objeto de Pré-visualização de Imagem","Views\ImagePreviewObject_DetailView\Layout\Main\SimpleEditors\ImagePreviewObject",
"Value","Chart data vertical","Dados do gráfico na vertical","Localization\PivotGridModule\ChartDataVertical",
"Value","Chart options","Opções do gráfico","Localization\PivotGridModule\ChartOptions",
"Value","Clear settings","Limpar configurações","Localization\PivotGridModule\ClearSettings",
"Value","Hide Chart","Ocultar o Gráfico","Localization\PivotGridModule\HideChart",
"Value","Invoke Wizard","Chamar Assistente","Localization\PivotGridModule\InvokeWizard",
"Value","Show Chart","Mostrar Gráfico","Localization\PivotGridModule\ShowChart",
"Value","Show column grand totals","Mostrar Coluna Totais","Localization\PivotGridModule\ShowColumnGrandTotals",
"Value","Show column totals","Mostrar Coluna Subtotal","Localization\PivotGridModule\ShowColumnTotals",
"Value","Show row grand totals","Mostrar Linha Totais","Localization\PivotGridModule\ShowRowGrandTotals",
"Value","Show row totals","Mostrar linha Subtotal","Localization\PivotGridModule\ShowRowTotals",
"Caption","Bind Analysis Data","Vincular Dados para Análise","ActionDesign\Actions\BindAnalysisData",
"Caption","Unbind Analysis Data","Desvincular Dados da Análise","ActionDesign\Actions\UnbindAnalysisData",
"Value","Chart","Gráfico","Localization\Controls\AnalysisControl\ChartTabCaption",
"Value","Chart type","Tipo de Gráfico","Localization\Controls\AnalysisControl\ChartTypeCaption",
"Value","Chart Wizard","Definir Gráfico","Localization\Controls\AnalysisControl\ChartWizardText",
"Value","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","Localization\Controls\AnalysisControl\IncorrectChartTypeErrorMessage",
"Value","Pivot","Tabela Dinâmica","Localization\Controls\AnalysisControl\PivotTabCaption",
"Value","Print the chart","Imprimir o gráfico","Localization\Controls\AnalysisControl\PrintChartText",
"Value","Show Column Grand Total","Mostrar a Coluna Total","Localization\Controls\AnalysisControl\ShowColumnGrandTotalText",
"Value","Show Row Grand Total","Mostrar a Linha Total","Localization\Controls\AnalysisControl\ShowRowGrandTotalText",
"RelatedAnalysisGroupCaption",,,"NavigationItems",
"Caption","Print PivotGrid","Imprimir Tabela Dinâmica","ActionDesign\Actions\PrintPreviewPivotGrid",
"Caption","Print Chart","Imprimir Gráfico","ActionDesign\Actions\PrintChart",
"Caption","ChartWizard","AssistenteGráfico","ActionDesign\Actions\ChartWizard",
"Caption","Show in Report","Mostrar em Relatório","ActionDesign\Actions\ShowInReport",
"ToolTip","Show selected records in a report","Mostrar os registros selecionados num relatório","ActionDesign\Actions\ShowInReport",
"Caption","Report","Relatório","BOModel\DevExpress.ExpressApp.Reports.ReportData",
"Caption","Report Name","Nome do Relatório","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\ReportName",
"Caption","Data Type","Tipo de Dado","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\DataTypeCaption",
"Caption","Is Inplace Report","É Relatório Embutido","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\IsInplaceReport",
"Value","Data Type","Data Type","Localization\Controls\ReportsModule\DataType",
"Value","Filter","Filter","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","Filter Description","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","Filter For Design Preview","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","Filtering","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","Is Parametrized","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","Parameters Object Type","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","Report Name","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,,"NavigationItems",
"Caption","Reports","Relatórios","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","Relatórios","Views\ReportData_ListView",
"Caption","Edit","Editar","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","Visualizar","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","Mostrar o Construtor de Relatórios","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","Executar Relatório","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","Parâmetros para Assistente de Novo Relatório","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","Tipo do Relatório","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","Nome do Relatório","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","Tipo de Dado","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","Todos Arquivos","Localization\Captions\AllFiles",
"Value","Export layout to file...","Exportar layout para arquivo...","Localization\Captions\ExportLayout",
"Value","Import layout from file...","Importar layout do arquivo...","Localization\Captions\ImportLayout",
"Value","Error","Erro","Localization\Captions\ReportDesignerError",
"Value","Warning","Aviso","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","Arquivos de Relatórios","Localization\Captions\ReportFiles",
"Value","Report Type","Report Type","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","Rótulo","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","Padrão","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","O filtro definido não pode ser usado em tempo de design, pois utiliza campos passível de consulta. \r\nUma variação automática do filtro será criada para usar em tempo de design,\r\n é possível alterar esse filtro definindo a propriedade FilterForDesignPreview.","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","Filtros com campos passíveis de consulta não podem ser usados na propriedade FilterForDesignPreview.","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","Assistente para Novo Relatório","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","Para criar um novo relatório, digite um nome no campo abaixo e selecione o tipo de dados primário do relatório da lista.","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","Estático(11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","Parâmetros para Novo Relatório","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","Editor Simples","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","Visualizar","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","Show report in preview window","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","Visualizar","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","Fechar","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","Pressione OK para fazer download do relatório","Localization\Captions\DownloadReportMessage",
"Caption","View","Visão","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","Alterar a representação visual atual","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","Variações da Visão","NavigationItems",
"Caption","Save Script","Salvar Script","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","Pausar Gravação","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","Reiniciar a Gravação","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","Mostrar Script","ActionDesign\Actions\ShowScript",
"Caption","Save Script","Salvar Script","ActionDesign\Actions\SaveScript",
"Caption","Script","Script","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","Log de Script","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","Gravador do EasyTest","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","Cor de fundo","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","Negrito","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","Copiar","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","Recortar","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","Fonte","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","Fonte","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","Tamanho da Fonte","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","Tamanho da Fonte","Localization\Controls\HtmlEditor\FontSizeHint",
"Value"," Fore Color","Cor de primeiro plano","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","Aumentar Recuo","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","Inserir Hyperlink","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","Inserir Imagem","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","Inserir Lista Numerada","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","Inserir Marcadores","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","Itálico","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","Centralizar","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","Justificar","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","Alinhar texto à Esquerda","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","Alinhar texto à Direita","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","Diminuir Recuo","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","Colar","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","Refazer","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","Remover Formatação","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","Remover Hyperlink","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","Tachado","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","Address","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","Heading","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","Normal","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","Estilos","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","Estilos","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","Subscrito","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","Sobrescrito","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","Design","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","Sublinhado","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","Desfazer","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","Objeto não é válido","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","Aviso","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","Todas as ocorrências do evento recorrente serão perdidas. Deseja continuar?","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","Atualizar KPI","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","Mostrar Gráfico","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","Objeto KPI Base","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDate Range","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","Título","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","Ponto Inicial","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","Ponto final","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definição","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Ativo","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Tipo Objeto Destino","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Critério","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Expressão","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Faixa Verde","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Faixa Vermelha","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Intervalo","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Comparar","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Intervalo para Comparação","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Frequencia de Medição","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Direção","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Período","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Atual","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objetos","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Séries Suprimidas","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Habilitar Representação Personalizada","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","Item de Histórico de KPI","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Intervalo Inicial","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Intervalo Final","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Valor","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","Instância de KPI","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","Item Histórico","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Scorecards","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Nome do KPI","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Período","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Atual","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Anterior","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Alterar","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Tendência","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Mini gráfico","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Fonte de Dados do Gráfico","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Fonte de Dados do Indicador","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Scorecard","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Indicadores","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Dia Mês Passado","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Dia Semana Passada","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Dia Ano Passado","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Mês Anterior até Hoje","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Últimos Dez Dias","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Últimos Trinta Dias","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Últimos Três Dias","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Semana Anterior até Hoje","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Ano Anterior até Hoje","Localization\DateRanges\LastYearToDate",
"Value","Now","Agora","Localization\DateRanges\Now",
"Value","This Month To Date","Início do Mês até Hoje","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","Início da Semana até Hoje","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","Início do Ano até Hoje","Localization\DateRanges\ThisYearToDate",
"Value","Today","Hoje","Localization\DateRanges\Today",
"Value","Yesterday","Amanhã","Localization\DateRanges\Yesterday",
"Value","Trend","Tendência","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Melhor","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","Sem alteração","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Pior","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Direção","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","Quanto maior melhor","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Quanto menor melhor","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Tipo de Intervalo de Tempo","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Dia","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Hora","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Mês","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Semana","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Ano","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","The '{0}' range is not found.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Versus","Localization\Texts\VersusText",
"Caption","Definition","Definição","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Critério","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","OpçõesMedição","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Faixas","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Visualizar","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Objetos","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Preview.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Alterar Estado","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Alterar estado do objeto atual","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Título","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Objeto Marcador","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Critério Objeto Destino","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","Máquina de Estados","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Transições","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Aparências","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCState Appearance","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","Estado","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Item Destino","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Tipo de Aparência do Item","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Método","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Contexto","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Tipo Declaração","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Prioridade","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Estilo da Fonte","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Cor da Fonte","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Cor de fundo","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
