"Property Name",,"pl-PL","Node Path","Description"
"Caption","Category","Kategoria","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Category",
"Caption","Read","Odczyt","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Zapis","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","Tworzenie","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","Usuwanie","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","Nawigacja","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Type Permission Data","Type Permission Data","BOModel\DevExpress.ExpressApp.Security.TypePermissionData",
"Caption","Target Type","Target Type","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\TargetType",
"Caption","Allow Read","Dopuść odczyt","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowRead",
"Caption","Allow Write","Dopuść zapis","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowWrite",
"Caption","Type Permission Details","Type Permission Details","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails",
"Caption","Member Permissions","Member Permissions","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Object Permissions","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\ObjectPermissions",
"Value","Login: {0}","Login: {0}","Localization\Controls\ServerLog\AuthenticationStandardLogonParametersTemplate",
"Value","User cannot be found through the IsGranted operation.","User cannot be found through the IsGranted operation.","Localization\Controls\ServerLog\CannotFindUser",
"Value","IsGranted has been received.\r\nResponse:{0}.","IsGranted has been received.\r\nResponse:{0}.","Localization\Controls\ServerLog\IsGrantedMessage",
"Value","Permission:\r\n{0}","Permission:\r\n{0}","Localization\Controls\ServerLog\Permission",
"Value","PermissionRequest\r\n{0}","PermissionRequest\r\n{0}","Localization\Controls\ServerLog\PermissionRequest",
"Value","Model Access Modifier","Model Access Modifier","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier",
"Value","Allow","Pozwolenie","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Allow",
"Value","Deny","Odmowa","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Deny",
"Value","Object Access","Dostęp do obiektu","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess",
"Value","AllAccess","Pełny dostęp","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\AllAccess",
"Value","ChangeAccess","Zmień dostęp","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\ChangeAccess",
"Value","Create","Tworzenie","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Create",
"Value","Delete","Usuwanie","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Delete",
"Value","Navigate","Nawigacja","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Navigate",
"Value","NoAccess","Brak dostępu","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\NoAccess",
"Value","Read","Odczyt","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Read",
"Value","Write","Zapis","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Write",
"Value","Object Access Modifier","Object Access Modifier","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier",
"Value","Allow","Pozwolenie","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Allow",
"Value","Deny","Odmowa","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Deny",
"Value","None","Nic","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\None",
"Value","You can not delete the '{0}' object due to the security restrictions.","Nie możesz usunąć '{0}' z powodu braku uprawnień.","Localization\Exceptions\CanNotDeleteObject",
"Value","You can not save the '{0}' object due to the security restrictions.","Nie możesz zapisać '{0}' z powodu braku uprawnień.","Localization\Exceptions\CanNotSaveObject",
"Value","The '{0}' user is last administrator in the system. Unable to revoke administrative rights.","Użytkownik '{0}' jest ostatnim administratorem w systemie. Nie można cofnąć uprawnień administracyjnych.","Localization\Exceptions\UserVisibleExceptions\Security\LastAdmin",
"Value","Login failed for '{0}'. {1}","Zalogowanie nie udało się dla {0}. {1}","Localization\Exceptions\UserVisibleExceptions\Security\LoginFailed",
"Value","New password is equal to old password.","Nowe hasło jest takie samo jak stare.","Localization\Exceptions\UserVisibleExceptions\Security\NewPasswordIsEqualToOldPassword",
"Value","Old password is wrong.","Stare hasło jest błędne.","Localization\Exceptions\UserVisibleExceptions\Security\OldPasswordIsWrong",
"Value","Passwords are different.","Hała są różne.","Localization\Exceptions\UserVisibleExceptions\Security\PasswordsAreDifferent",
"Value","Make sure your user name is correct and retype the password in the correct case.","Upewnij się czy twoja nazwa użytkownika jest poprawna i wpisz hasło ponownie zwracając uwagę na wielkość liter.","Localization\Exceptions\UserVisibleExceptions\Security\RetypeTheInformation",
"Value","The user name must not be empty.","Nazwa użytkownika nie może być pusta.","Localization\Exceptions\UserVisibleExceptions\Security\UserNameIsEmpty",
"Value","Create","Tworzenie","Localization\Messages\Create",
"Value","Delete","Usuwanie","Localization\Messages\Delete",
"Value"," is granted on member in '{0}' class.","jest nadane od członka klasy '{0}'.","Localization\Messages\IsGrantedFrom",
"Value"," is inherited from '{0}' class. ","jest dziedziczona z klasy '{0}'.","Localization\Messages\IsInheritedFrom",
"Value","Navigate","Nawigacja","Localization\Messages\Navigate",
"Value","Read","Odczyt","Localization\Messages\Read",
"Value","Write","Zapis","Localization\Messages\Write",
"Caption","My Details","Mój profil","NavigationItems\Items\Default\Items\MyDetails",
"Caption","Log On","Zaloguj","Views\AuthenticationStandardLogonParameters_DetailView",
"Text","Welcome! Please enter your user name and password below.","Witamy! Proszę wprowadzić swoją nazwę użytkownika i hasło.","Views\AuthenticationStandardLogonParameters_DetailView\Items\LogonText",
"Caption","Change password on first logon","Zmień hasło przy pierwszym zalogowaniu","Views\ChangePasswordOnLogonParameters_DetailView",
"Text","For security reasons, you must now set your own password. Please enter your new password in the two text fields below, and be sure not to reuse a password you used before.","Ze względów bezpieczeństwa, należy teraz ustawić własne hasło. Wpisz nowe hasło w obu polach tekstowych poniżej.","Views\ChangePasswordOnLogonParameters_DetailView\Items\ChangePasswordText",
"Caption","Change Password","Zmień hasło","Views\ChangePasswordParameters_DetailView",
"Text","To change your password, please enter your old and new passwords in the text fields below.","Aby zmienić hasło, wpisz stare i nowe hasło w polach tekstowych poniżej.","Views\ChangePasswordParameters_DetailView\Items\ChangePasswordText",
"Caption","Reset Password","Resetuj hasło","Views\ResetPasswordParameters_DetailView",
"Text","Setting the user's password will create a new password for the user automatically, and at the same time disable the user's login with the old password. You must then pass on the new password to the user, so he/she can continue to work with the application. Are you sure you want to do this?","Ustawianie hasła użytkownika spowoduje automatyczne utworzenie nowego hasła dla użytkownika i jednocześne wyłączenie starego hasła. Następnie należy przekazać nowe hasło użytkownikowi, tak aby on/ona mogli kontynuować pracę z aplikacją. Czy jesteś pewien, że chcesz to zrobić?","Views\ResetPasswordParameters_DetailView\Items\ResetPasswordText",
"Caption","Role","Rola","Views\SecurityStrategyRole_LookupListView",
"Caption","User","Użytkownik","Views\SecurityUserBase_LookupListView",
"Caption","User","Użytkownik","Views\SecurityUserWithRolesBase_LookupListView",
"Value","Warning","Ostrzeżenie","Localization\Captions\SchedulerResourceDeletingWarning",
"Value","Please refresh the event detail view to load changes.","Proszę odświeżyć widok szczegółowy zdarzenia aby załadować zmiany.","Localization\Messages\SchedulerResourceDeletingWarning",
"Caption","Edit Series","Edytuj serie","ActionDesign\Actions\EditSeries",
"Caption","Open Series","Otwórz serie","ActionDesign\Actions\OpenSeries",
"Caption","Restore Occurrence","Przywróć występienie","ActionDesign\Actions\RestoreOccurrence",
"Caption","Edit Series","Edytuj serie","ActionDesign\Actions\EditSeriesDetailView",
"Value","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","Czy chcesz usunąć wszystkie wystąpienia powtarzającego się spotkania ""{0}"", czy tylko jedno?","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationCaption",
"Value","This occurrence","To zdarzenie","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationOccurrence",
"Value","The Series","Serie","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationSeries",
"Value","Confirm Delete","Potwierdź usuwanie","Localization\Controls\SchedulerAspNetModule\DeleteRecurrencePopupControlHeader",
"Value","Recurrence","Powtórzenia","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlHeader",
"Value","Remove recurrence","Usuń powtórzenia","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlRemoveRecurrence",
"Caption","Open","Otwórz","ActionDesign\Actions\OpenCategory",
"Caption","Fill Categories","Wypełnij kategorie","ActionDesign\Actions\FillCategories",
"Caption","Categorize Images","Skategoryzuj obrazki","ActionDesign\Actions\CategorizeImages",
"Caption","Image Preview List Mode","Lista podglądu obrazków","ActionDesign\Actions\ImagePreviewListMode",
"Caption","List","Lista","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\List",
"Caption","Thumbnails","Miniatury","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\Thumbnails",
"Caption","Assembly Image Source Browser","Przeglądarka źródeł zgromadzonych obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.AssemblyImageSourceBrowser",
"Caption","Category","Kategoria","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString",
"Caption","Name","Imie","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Name",
"Caption","Images","Obrazki","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Images",
"Caption","File Image Source Browser","Przeglądarka źródeł obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.FileImageSourceBrowser",
"Caption","Image Browser Category","Kategorie przeglądarek obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory",
"Caption","Owner","Właściciel","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Owner",
"Caption","Parent Category","Nadrzędna kategoria","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ParentCategory",
"Caption","Child Categories","Kategorie potomnych","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ChildCategories",
"Caption","Name","Imię","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Name",
"Caption","Image Node","Węzeł obrazka","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode",
"Caption","Image","Obrazek","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode\OwnMembers\Image",
"Caption","Image","Obrazek","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject",
"Caption","Image Name","Nazwa obrazka","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\ImageName",
"Caption","Small","Mały","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image12x12",
"Caption","Original","Oryginalny","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image16x16",
"Caption","Large","Duży","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image32x32",
"Caption","Dialog","Komunikat","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image48x48",
"Caption","Original Image","Oryginalny obrazek","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\OriginalImage",
"Caption","Categories","Kategorie","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Categories",
"Caption","Images Group Node","Węzeł grup obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode",
"Caption","Images","Obrazki","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode\OwnMembers\Images",
"Caption","Image Source Browser","Przeglądarka źródeł obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase",
"Caption","Image Source Name","Nazwa źródła obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageSourceName",
"Caption","Image Categories","Kategowia obrazków","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageCategories",
"Caption","Categories","Kategorie","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\Categories",
"Caption","Images","Obrazki","NavigationItems\Items\Images",
"Caption","Image Preview Object","Podgląd obrazka","Views\ImagePreviewObject_DetailView\Layout\Main\SimpleEditors\ImagePreviewObject",
"Value","Chart data vertical","Wykres danych pionowo","Localization\PivotGridModule\ChartDataVertical",
"Value","Chart options","Opcje wykresu","Localization\PivotGridModule\ChartOptions",
"Value","Clear settings","Wyczyść ustawienia","Localization\PivotGridModule\ClearSettings",
"Value","Hide Chart","Ukryj wykres","Localization\PivotGridModule\HideChart",
"Value","Invoke Wizard","Wywołaj kreatora","Localization\PivotGridModule\InvokeWizard",
"Value","Show Chart","Pokaż wykres","Localization\PivotGridModule\ShowChart",
"Value","Show column grand totals","Pokaż sumy końcowe kolumn","Localization\PivotGridModule\ShowColumnGrandTotals",
"Value","Show column totals","Pokaż sumy kolumn","Localization\PivotGridModule\ShowColumnTotals",
"Value","Show row grand totals","Pokaż sumy końcowe wierszy","Localization\PivotGridModule\ShowRowGrandTotals",
"Value","Show row totals","Pokaż sumy wierszy","Localization\PivotGridModule\ShowRowTotals",
"Caption","Bind Analysis Data","Powiąż analizowane dane","ActionDesign\Actions\BindAnalysisData",
"Caption","Unbind Analysis Data","Rozwiąż analizowane dane","ActionDesign\Actions\UnbindAnalysisData",
"Value","Chart","Wykres","Localization\Controls\AnalysisControl\ChartTabCaption",
"Value","Chart type","Typ wykresu","Localization\Controls\AnalysisControl\ChartTypeCaption",
"Value","Chart Wizard","Kreator wykresów","Localization\Controls\AnalysisControl\ChartWizardText",
"Value","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","Bieżące ustawienia siatki nie mogą być wykorzystane do skonstruowania wykresu z '{0}' typu.","Localization\Controls\AnalysisControl\IncorrectChartTypeErrorMessage",
"Value","Pivot","Tabela przestawna","Localization\Controls\AnalysisControl\PivotTabCaption",
"Value","Print the chart","Drukuj wykres","Localization\Controls\AnalysisControl\PrintChartText",
"Value","Show Column Grand Total","Pokaż sumy końcowe kolumn","Localization\Controls\AnalysisControl\ShowColumnGrandTotalText",
"Value","Show Row Grand Total","Pokaż sumy końcowe wierszy","Localization\Controls\AnalysisControl\ShowRowGrandTotalText",
"RelatedAnalysisGroupCaption",,,"NavigationItems",
"Caption","Print PivotGrid","Drukuj tabelę przestawną","ActionDesign\Actions\PrintPreviewPivotGrid",
"Caption","Print Chart","Drukuj wykres","ActionDesign\Actions\PrintChart",
"Caption","ChartWizard","Kreator wykresu","ActionDesign\Actions\ChartWizard",
"Caption","Show in Report","Pokaż na raporcie","ActionDesign\Actions\ShowInReport",
"ToolTip","Show selected records in a report","Pokaż wybrane pola na raporcie","ActionDesign\Actions\ShowInReport",
"Caption","Report","Raport","BOModel\DevExpress.ExpressApp.Reports.ReportData",
"Caption","Report Name","Nazwa raportu","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\ReportName",
"Caption","Data Type","Typ danych","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\DataTypeCaption",
"Caption","Is Inplace Report","Czy w miejscu raportu","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\IsInplaceReport",
"Value","Data Type","Typ danych","Localization\Controls\ReportsModule\DataType",
"Value","Filter","Filtr","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","Opis filtra","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","Filter For Design Preview","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","Filtrowanie","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","Jest zparametryzowany","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","Parametry typu obiektu","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","Nazwa raportu","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,,"NavigationItems",
"Caption","Reports","Raporty","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","Raporty","Views\ReportData_ListView",
"Caption","Edit","Edytuj","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","Podgląd","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","Pokaż projektanta raportów","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","Uruchom raport","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","Nowe parametry raportu Xaf","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","Typ raportu","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","Nazwa raportu","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","Typ danych","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","Wszytkie pliki","Localization\Captions\AllFiles",
"Value","Export layout to file...","Eksport układu do pliku …","Localization\Captions\ExportLayout",
"Value","Import layout from file...","Ipmprtuj układ z pliku …","Localization\Captions\ImportLayout",
"Value","Error","Błąd","Localization\Captions\ReportDesignerError",
"Value","Warning","Ostrzeżenie","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","Pliki raportu","Localization\Captions\ReportFiles",
"Value","Report Type","Typ raportu","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","Etykieta","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","Standard","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","Filtry z pola zapytania nie mogą być stosowane dla właściwości FilterForDesignPreview.","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","Nowy kreator raportu","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","Aby utworzyć nowy raport, wpisz nazwę w polu poniżej i wybierz podstawowy typ danych raportu z listy.","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","Statyczny(11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","Nowe parametry raportu","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","Proste edytory","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","Podgląd","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","Pokaż raport w oknie podglądu","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","Podgląd","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","Zamknij","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","Naciśnij OK by pobrać raport","Localization\Captions\DownloadReportMessage",
"Caption","View","Widok","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","Przełącz obecny widok","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","Zobacz warianty","NavigationItems",
"Caption","Save Script","Zapisz skrypt","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","Pauza nagrywania","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","Wznów nagrywanie","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","Pokaż skrypt","ActionDesign\Actions\ShowScript",
"Caption","Save Script","Zapisz skrypt","ActionDesign\Actions\SaveScript",
"Caption","Script","Skrypt","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","Log skryptu","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","Łatwy test nagrywania","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","Kolor tła","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","Pogrubienie","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","Kopiuj","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","Wytnij","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","Czcionka","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","Czcionka","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","Rozmiar Czcionki","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","Rozmiar Czcionki","Localization\Controls\HtmlEditor\FontSizeHint",
"Value"," Fore Color","Pierwszoplanowy kolor","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","Wcięcie","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","Wstaw odnośnik","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","Wstaw obraz","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","Wstaw posortowaną listę","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","Wstaw nieposortowaną listę","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","Pochyły","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","Wyjustuj: na środek","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","Wyjustuj: całkowicie","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","Wyjustuj: do lewej","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","Wyjustuj: do prawej","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","Wysunięcie","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","Wklej","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","Ponów","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","Usuń formatowanie","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","Usuń odnoścnik","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","Przekreślenie","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","Adres","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","Hagłówek","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","Normalny","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","Style","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","Style","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","Indeks","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","Indeks górny","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","Projekt","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","Podkreślenie","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","Cofnij","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","Obiekt jest nie prawidłowy","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","Ostrzeżenie","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","Wszystkie  powtarzające się wystąpienia bieżącego zdarzenia zostaną utracone. Czy na pewno?","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","Odśwież KPI","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","Pokaż wykres","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","Base Kpi Object","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDate Range","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","Nazwa","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","Tytuł","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","Punkt startu","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","Punkt końca","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definicja","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","Nazwa","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Aktywny","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Docelowy typ obiektu","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Kryterium","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Wyrażenie","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Zielona strefa","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Czerwona strefa","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Zasięg","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Porównać","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Zasięg do porównania","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Pomiar częstotliwości","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Kierunek","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Okres","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Obecny","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Obiekty","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Wyłączenie serii","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Uruchom dostosowywanie reprezentacji","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
